Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Is_Verified,Length_Referent_Text,Pinned,Class
47,51,FALSE,accepted,0,TRUE,21495,TRUE,25,FALSE,high
60,62,FALSE,accepted,0,TRUE,10964,FALSE,23,FALSE,low
36,37,FALSE,accepted,0,FALSE,21495,TRUE,216,FALSE,high
11,16,FALSE,accepted,3,FALSE,598,FALSE,71,FALSE,low
47,49,FALSE,accepted,0,TRUE,2503,TRUE,15,FALSE,low
27,29,FALSE,accepted,0,FALSE,598,FALSE,35,FALSE,low
24,27,FALSE,accepted,0,FALSE,598,FALSE,22,FALSE,low
42,49,TRUE,accepted,0,TRUE,17568,TRUE,142,FALSE,low
19,21,FALSE,unreviewed,0,FALSE,2503,TRUE,47,FALSE,low
39,42,FALSE,accepted,2,TRUE,21495,TRUE,9,FALSE,high
18,24,FALSE,unreviewed,0,TRUE,10964,FALSE,54,FALSE,low
0,9,FALSE,unreviewed,0,FALSE,38,FALSE,35,FALSE,low
13,15,FALSE,accepted,0,TRUE,21495,TRUE,27,FALSE,low
48,51,TRUE,verified,27,TRUE,17568,TRUE,91,TRUE,high
25,26,FALSE,accepted,0,FALSE,8610,FALSE,222,FALSE,high
22,27,FALSE,unreviewed,4,TRUE,2660,FALSE,178,FALSE,high
2,9,FALSE,unreviewed,0,FALSE,38,FALSE,42,FALSE,low
30,35,FALSE,accepted,0,FALSE,2660,FALSE,17,FALSE,low
26,27,FALSE,accepted,0,FALSE,693,FALSE,14,FALSE,high
23,24,FALSE,accepted,0,FALSE,10964,FALSE,195,FALSE,high
59,65,FALSE,accepted,0,TRUE,17568,TRUE,119,FALSE,low
31,58,FALSE,accepted,0,FALSE,10964,FALSE,13,FALSE,high
22,28,FALSE,unreviewed,0,TRUE,8610,FALSE,13,FALSE,low
22,24,FALSE,accepted,0,FALSE,693,FALSE,71,FALSE,low
67,68,FALSE,accepted,0,TRUE,2503,TRUE,44,FALSE,low
81,84,FALSE,accepted,0,FALSE,10964,FALSE,21,FALSE,high
25,27,TRUE,verified,0,FALSE,8610,FALSE,85,TRUE,high
36,37,FALSE,accepted,4,FALSE,21495,TRUE,94,FALSE,high
39,40,FALSE,accepted,0,TRUE,693,FALSE,73,FALSE,low
16,22,FALSE,unreviewed,1,FALSE,419,FALSE,94,FALSE,low
29,30,FALSE,accepted,0,TRUE,2503,TRUE,25,FALSE,high
57,58,FALSE,accepted,3,FALSE,2503,TRUE,93,FALSE,low
25,36,FALSE,unreviewed,0,FALSE,419,FALSE,40,FALSE,low
14,27,FALSE,unreviewed,0,FALSE,419,FALSE,6,FALSE,low
52,55,FALSE,accepted,0,FALSE,693,FALSE,27,FALSE,low
16,22,FALSE,unreviewed,0,FALSE,419,FALSE,70,FALSE,low
26,29,FALSE,accepted,1,FALSE,693,FALSE,105,FALSE,low
15,16,FALSE,accepted,0,FALSE,10964,FALSE,101,FALSE,high
56,59,FALSE,accepted,0,TRUE,693,FALSE,45,FALSE,low
21,22,FALSE,accepted,3,TRUE,8610,FALSE,104,FALSE,high
30,31,FALSE,accepted,0,FALSE,2503,TRUE,42,FALSE,high
11,16,FALSE,accepted,0,FALSE,598,FALSE,36,FALSE,low
6,11,FALSE,accepted,1,FALSE,17568,TRUE,76,FALSE,high
14,23,FALSE,accepted,0,FALSE,419,FALSE,45,FALSE,low
30,31,FALSE,accepted,1,FALSE,2503,TRUE,83,FALSE,high
64,65,FALSE,accepted,0,FALSE,419,FALSE,26,FALSE,low
18,22,FALSE,accepted,1,TRUE,17568,TRUE,67,FALSE,low
31,32,FALSE,accepted,0,FALSE,693,FALSE,67,FALSE,low
21,26,FALSE,accepted,0,FALSE,419,FALSE,63,FALSE,low
38,40,FALSE,unreviewed,1,TRUE,17568,TRUE,171,FALSE,low
46,49,FALSE,accepted,0,TRUE,17568,TRUE,48,FALSE,high
94,104,FALSE,unreviewed,0,TRUE,2660,FALSE,58,FALSE,low
53,54,FALSE,accepted,3,FALSE,17568,TRUE,331,FALSE,high
59,65,TRUE,verified,32,TRUE,17568,TRUE,30,TRUE,high
28,29,FALSE,accepted,2,TRUE,21495,TRUE,16,FALSE,high
12,13,FALSE,accepted,0,TRUE,10964,FALSE,64,FALSE,high
12,13,FALSE,accepted,0,TRUE,10964,FALSE,57,FALSE,high
19,20,FALSE,accepted,0,TRUE,2503,TRUE,74,FALSE,low
23,24,FALSE,accepted,0,FALSE,693,FALSE,106,FALSE,low
42,49,TRUE,accepted,3,TRUE,17568,TRUE,84,FALSE,high
29,38,FALSE,unreviewed,0,FALSE,598,FALSE,45,FALSE,low
40,46,FALSE,accepted,0,TRUE,8610,FALSE,5,FALSE,high
19,21,FALSE,accepted,0,FALSE,598,FALSE,26,FALSE,low
1,2,FALSE,unreviewed,1,FALSE,38,FALSE,70,FALSE,low
84,89,FALSE,accepted,2,FALSE,21495,TRUE,18,FALSE,high
81,84,FALSE,accepted,1,FALSE,10964,FALSE,31,FALSE,low
6,8,FALSE,unreviewed,0,FALSE,598,FALSE,31,FALSE,low
44,57,FALSE,accepted,0,TRUE,598,FALSE,59,FALSE,low
10,11,FALSE,accepted,0,TRUE,10964,FALSE,38,FALSE,high
12,15,FALSE,accepted,2,FALSE,2660,FALSE,78,FALSE,high
55,66,FALSE,unreviewed,0,FALSE,419,FALSE,4,FALSE,low
48,50,FALSE,accepted,0,TRUE,17568,TRUE,111,FALSE,high
73,77,FALSE,accepted,0,FALSE,17568,TRUE,24,FALSE,high
73,77,FALSE,accepted,0,FALSE,17568,TRUE,87,FALSE,high
34,36,FALSE,accepted,2,FALSE,21495,TRUE,138,FALSE,high
21,22,FALSE,accepted,1,TRUE,10964,FALSE,394,FALSE,high
45,46,FALSE,accepted,0,TRUE,8610,FALSE,123,FALSE,high
22,27,FALSE,accepted,1,TRUE,2660,FALSE,44,FALSE,high
15,18,FALSE,accepted,1,FALSE,693,FALSE,58,FALSE,low
39,47,FALSE,unreviewed,1,FALSE,2660,FALSE,15,FALSE,low
40,52,FALSE,unreviewed,0,FALSE,419,FALSE,17,FALSE,low
15,18,FALSE,accepted,0,FALSE,693,FALSE,112,FALSE,low
118,122,FALSE,accepted,1,TRUE,17568,TRUE,108,FALSE,high
24,27,FALSE,unreviewed,0,TRUE,598,FALSE,43,FALSE,high
20,31,FALSE,accepted,0,FALSE,598,FALSE,82,FALSE,low
17,24,FALSE,accepted,2,FALSE,598,FALSE,46,FALSE,low
6,11,FALSE,unreviewed,0,FALSE,17568,TRUE,47,FALSE,low
11,12,FALSE,accepted,2,FALSE,8610,FALSE,65,FALSE,high
34,36,FALSE,accepted,0,FALSE,21495,TRUE,9,FALSE,high
44,45,FALSE,accepted,0,FALSE,21495,TRUE,54,FALSE,high
24,25,FALSE,accepted,2,TRUE,17568,TRUE,32,FALSE,high
15,16,FALSE,accepted,2,FALSE,10964,FALSE,82,FALSE,high
33,34,FALSE,accepted,0,TRUE,2503,TRUE,45,FALSE,low
19,23,FALSE,accepted,0,FALSE,598,FALSE,25,FALSE,low
25,26,FALSE,accepted,1,FALSE,598,FALSE,167,FALSE,high
45,48,FALSE,unreviewed,0,FALSE,693,FALSE,47,FALSE,low
17,24,FALSE,accepted,0,FALSE,598,FALSE,112,FALSE,low
17,21,FALSE,accepted,1,FALSE,2660,FALSE,111,FALSE,low
22,28,FALSE,unreviewed,1,TRUE,8610,FALSE,51,FALSE,low
16,19,FALSE,accepted,0,TRUE,21495,TRUE,70,FALSE,high
18,19,FALSE,accepted,0,TRUE,8610,FALSE,61,FALSE,high
50,53,FALSE,accepted,1,FALSE,8610,FALSE,18,FALSE,high
22,28,FALSE,unreviewed,1,TRUE,8610,FALSE,103,FALSE,low
40,52,FALSE,unreviewed,0,FALSE,419,FALSE,16,FALSE,low
73,77,FALSE,accepted,0,FALSE,17568,TRUE,58,FALSE,low
50,57,FALSE,unreviewed,0,FALSE,2503,TRUE,36,FALSE,low
11,16,FALSE,unreviewed,0,FALSE,598,FALSE,85,FALSE,low
24,26,FALSE,accepted,0,FALSE,419,FALSE,97,FALSE,low
24,26,FALSE,accepted,0,FALSE,419,FALSE,44,FALSE,low
44,45,FALSE,accepted,0,FALSE,21495,TRUE,101,FALSE,high
56,59,FALSE,unreviewed,0,TRUE,693,FALSE,33,FALSE,high
39,44,FALSE,accepted,0,FALSE,2503,TRUE,111,FALSE,low
8,14,FALSE,accepted,0,FALSE,598,FALSE,24,FALSE,low
55,57,FALSE,accepted,1,TRUE,17568,TRUE,22,FALSE,high
39,40,FALSE,accepted,0,FALSE,693,FALSE,18,FALSE,high
3,4,FALSE,accepted,1,FALSE,2660,FALSE,102,FALSE,low
27,32,FALSE,accepted,0,TRUE,419,FALSE,19,FALSE,low
31,58,TRUE,accepted,1,FALSE,10964,FALSE,196,FALSE,low
24,27,FALSE,accepted,1,FALSE,693,FALSE,72,FALSE,high
65,67,FALSE,unreviewed,0,FALSE,8610,FALSE,49,FALSE,low
45,48,FALSE,accepted,0,FALSE,693,FALSE,44,FALSE,low
118,122,FALSE,accepted,0,TRUE,17568,TRUE,215,FALSE,high
30,32,FALSE,accepted,1,TRUE,2660,FALSE,50,FALSE,low
12,13,FALSE,accepted,0,FALSE,17568,TRUE,46,FALSE,high
23,24,FALSE,accepted,0,FALSE,693,FALSE,27,FALSE,low
21,26,FALSE,accepted,0,FALSE,419,FALSE,77,FALSE,low
56,59,FALSE,accepted,0,TRUE,693,FALSE,61,FALSE,high
66,67,FALSE,accepted,1,TRUE,21495,TRUE,16,FALSE,low
0,6,FALSE,unreviewed,0,FALSE,38,FALSE,33,FALSE,low
4,9,FALSE,unreviewed,0,FALSE,2660,FALSE,11,FALSE,low
19,23,FALSE,unreviewed,0,FALSE,598,FALSE,55,FALSE,low
30,32,FALSE,accepted,0,TRUE,693,FALSE,48,FALSE,low
1,12,FALSE,unreviewed,2,FALSE,419,FALSE,34,FALSE,low
16,19,FALSE,accepted,0,FALSE,693,FALSE,25,FALSE,low
20,21,FALSE,accepted,0,TRUE,10964,FALSE,42,FALSE,high
40,41,FALSE,accepted,1,TRUE,10964,FALSE,76,FALSE,high
59,65,FALSE,verified,0,TRUE,17568,TRUE,30,FALSE,high
36,39,FALSE,accepted,0,FALSE,419,FALSE,97,FALSE,low
34,35,FALSE,accepted,0,FALSE,2660,FALSE,50,FALSE,low
30,32,FALSE,accepted,2,TRUE,2660,FALSE,91,FALSE,high
30,35,FALSE,accepted,2,FALSE,2660,FALSE,27,FALSE,high
14,27,FALSE,unreviewed,0,FALSE,419,FALSE,107,FALSE,low
22,27,FALSE,unreviewed,0,FALSE,693,FALSE,46,FALSE,low
6,8,FALSE,accepted,0,FALSE,598,FALSE,674,FALSE,high
45,46,FALSE,accepted,1,TRUE,10964,FALSE,21,FALSE,high
14,16,FALSE,accepted,0,FALSE,2503,TRUE,21,FALSE,low
84,89,FALSE,accepted,0,FALSE,21495,TRUE,13,FALSE,high
4,9,FALSE,unreviewed,1,FALSE,2660,FALSE,54,FALSE,low
39,49,FALSE,unreviewed,0,FALSE,419,FALSE,44,FALSE,low
0,3,FALSE,unreviewed,0,FALSE,38,FALSE,70,FALSE,low
30,31,FALSE,accepted,0,FALSE,2503,TRUE,71,FALSE,low
28,29,FALSE,accepted,2,TRUE,21495,TRUE,39,FALSE,high
18,21,FALSE,accepted,1,FALSE,598,FALSE,233,FALSE,low
42,48,FALSE,accepted,0,FALSE,2503,TRUE,47,FALSE,low
21,26,FALSE,accepted,0,FALSE,419,FALSE,17,FALSE,low
22,29,FALSE,accepted,0,FALSE,2660,FALSE,38,FALSE,low
38,39,FALSE,accepted,2,FALSE,8610,FALSE,49,FALSE,high
47,51,FALSE,accepted,0,TRUE,21495,TRUE,68,FALSE,high
0,6,FALSE,unreviewed,0,FALSE,38,FALSE,36,FALSE,low
15,23,FALSE,unreviewed,1,FALSE,598,FALSE,11,FALSE,low
8,9,FALSE,accepted,0,FALSE,8610,FALSE,47,FALSE,high
16,22,FALSE,unreviewed,0,FALSE,2660,FALSE,65,FALSE,low
27,32,FALSE,accepted,0,FALSE,2660,FALSE,97,FALSE,low
103,107,FALSE,accepted,1,FALSE,21495,TRUE,45,FALSE,low
42,43,FALSE,accepted,0,TRUE,2503,TRUE,81,FALSE,low
38,39,FALSE,accepted,0,FALSE,8610,FALSE,51,FALSE,high
22,28,FALSE,accepted,0,TRUE,8610,FALSE,38,FALSE,low
45,46,FALSE,accepted,0,TRUE,10964,FALSE,128,FALSE,high
37,40,FALSE,accepted,0,FALSE,693,FALSE,42,FALSE,high
19,29,FALSE,unreviewed,0,FALSE,598,FALSE,7,FALSE,low
110,117,FALSE,accepted,0,FALSE,2503,TRUE,2,FALSE,low
33,34,FALSE,accepted,0,TRUE,2503,TRUE,52,FALSE,high
10,16,FALSE,unreviewed,0,TRUE,2660,FALSE,48,FALSE,low
39,42,TRUE,verified,19,TRUE,10964,FALSE,25,TRUE,high
60,62,FALSE,accepted,0,TRUE,10964,FALSE,46,FALSE,low
13,14,FALSE,accepted,0,FALSE,10964,FALSE,97,FALSE,high
20,21,FALSE,accepted,0,FALSE,21495,TRUE,27,FALSE,high
9,16,FALSE,unreviewed,5,FALSE,598,FALSE,37,FALSE,low
22,27,FALSE,accepted,0,TRUE,2660,FALSE,9,FALSE,high
13,15,FALSE,accepted,0,FALSE,598,FALSE,75,FALSE,low
27,28,FALSE,accepted,0,TRUE,10964,FALSE,8,FALSE,high
23,26,FALSE,accepted,0,TRUE,419,FALSE,79,FALSE,low
14,16,FALSE,accepted,0,FALSE,2503,TRUE,8,FALSE,low
34,36,FALSE,accepted,1,FALSE,2503,TRUE,124,FALSE,low
6,11,FALSE,accepted,0,FALSE,17568,TRUE,267,FALSE,high
22,27,FALSE,accepted,1,TRUE,2660,FALSE,37,FALSE,high
66,67,FALSE,accepted,0,FALSE,2503,TRUE,48,FALSE,low
55,56,FALSE,accepted,9,TRUE,17568,TRUE,99,FALSE,high
30,31,FALSE,accepted,1,FALSE,2503,TRUE,49,FALSE,low
42,43,FALSE,accepted,0,TRUE,2503,TRUE,50,FALSE,high
0,9,FALSE,unreviewed,0,FALSE,38,FALSE,27,FALSE,low
8,9,FALSE,accepted,1,FALSE,8610,FALSE,93,FALSE,high
98,101,FALSE,accepted,1,FALSE,21495,TRUE,315,FALSE,high
54,56,FALSE,unreviewed,1,TRUE,17568,TRUE,32,FALSE,low
22,24,FALSE,verified,2,FALSE,21495,TRUE,48,FALSE,high
81,84,FALSE,accepted,0,FALSE,10964,FALSE,22,FALSE,high
48,49,FALSE,accepted,1,FALSE,2503,TRUE,190,FALSE,low
8,9,FALSE,accepted,0,FALSE,8610,FALSE,91,FALSE,high
22,23,FALSE,accepted,0,TRUE,38,FALSE,96,FALSE,high
24,28,FALSE,accepted,0,FALSE,598,FALSE,44,FALSE,low
11,12,FALSE,accepted,0,FALSE,8610,FALSE,28,FALSE,high
30,31,FALSE,accepted,0,TRUE,21495,TRUE,25,FALSE,high
29,32,FALSE,unreviewed,1,TRUE,17568,TRUE,241,FALSE,low
23,24,FALSE,accepted,0,FALSE,693,FALSE,22,FALSE,low
17,20,FALSE,accepted,0,TRUE,17568,TRUE,52,FALSE,high
18,24,FALSE,unreviewed,0,TRUE,10964,FALSE,66,FALSE,low
81,84,FALSE,accepted,1,FALSE,10964,FALSE,43,FALSE,low
39,49,FALSE,unreviewed,0,FALSE,419,FALSE,37,FALSE,low
22,27,FALSE,unreviewed,0,FALSE,693,FALSE,13,FALSE,low
37,40,FALSE,accepted,0,FALSE,693,FALSE,43,FALSE,high
16,22,FALSE,accepted,0,FALSE,2660,FALSE,93,FALSE,low
27,28,FALSE,accepted,0,TRUE,10964,FALSE,21,FALSE,high
51,52,FALSE,accepted,0,TRUE,21495,TRUE,24,FALSE,high
38,41,FALSE,accepted,1,FALSE,2660,FALSE,210,FALSE,low
46,49,FALSE,accepted,0,TRUE,21495,TRUE,6,FALSE,high
9,16,FALSE,unreviewed,0,FALSE,598,FALSE,14,FALSE,low
9,23,FALSE,unreviewed,0,FALSE,419,FALSE,65,FALSE,low
0,20,FALSE,unreviewed,0,FALSE,38,FALSE,49,FALSE,low
18,19,FALSE,accepted,0,FALSE,10964,FALSE,55,FALSE,high
27,29,FALSE,accepted,1,FALSE,598,FALSE,232,FALSE,high
18,19,FALSE,accepted,0,FALSE,10964,FALSE,80,FALSE,high
94,104,FALSE,accepted,1,TRUE,2660,FALSE,27,FALSE,low
11,25,FALSE,accepted,0,FALSE,419,FALSE,22,FALSE,low
59,62,FALSE,unreviewed,0,TRUE,21495,TRUE,5,FALSE,low
29,34,FALSE,accepted,0,TRUE,2660,FALSE,7,FALSE,low
28,29,FALSE,accepted,0,FALSE,10964,FALSE,36,FALSE,high
46,49,FALSE,accepted,0,TRUE,17568,TRUE,9,FALSE,low
17,21,FALSE,accepted,0,FALSE,2660,FALSE,64,FALSE,low
48,49,FALSE,accepted,0,FALSE,2503,TRUE,42,FALSE,low
21,33,FALSE,unreviewed,0,FALSE,598,FALSE,111,FALSE,low
73,76,FALSE,accepted,0,FALSE,2503,TRUE,15,FALSE,low
23,24,FALSE,accepted,0,TRUE,21495,TRUE,63,FALSE,high
10,16,FALSE,accepted,1,TRUE,2660,FALSE,83,FALSE,high
9,12,FALSE,accepted,1,FALSE,2660,FALSE,94,FALSE,low
30,32,FALSE,accepted,0,TRUE,2660,FALSE,27,FALSE,high
11,16,FALSE,accepted,1,FALSE,598,FALSE,39,FALSE,low
110,117,FALSE,accepted,0,FALSE,2503,TRUE,63,FALSE,low
25,27,FALSE,unreviewed,0,TRUE,10964,FALSE,62,FALSE,low
39,42,FALSE,accepted,0,TRUE,10964,FALSE,21,FALSE,high
33,34,FALSE,accepted,0,TRUE,2503,TRUE,47,FALSE,high
21,26,FALSE,unreviewed,0,FALSE,419,FALSE,77,FALSE,low
20,25,FALSE,unreviewed,0,FALSE,419,FALSE,45,FALSE,low
54,58,FALSE,accepted,0,FALSE,693,FALSE,142,FALSE,low
30,33,FALSE,unreviewed,0,TRUE,693,FALSE,193,FALSE,low
18,22,FALSE,unreviewed,0,TRUE,17568,TRUE,94,FALSE,high
32,35,FALSE,accepted,0,FALSE,2660,FALSE,21,FALSE,low
45,47,FALSE,accepted,0,TRUE,10964,FALSE,45,FALSE,high
29,34,FALSE,accepted,0,TRUE,2660,FALSE,43,FALSE,low
17,21,FALSE,accepted,0,FALSE,2660,FALSE,187,FALSE,high
16,22,FALSE,accepted,0,FALSE,419,FALSE,37,FALSE,low
53,54,FALSE,accepted,0,FALSE,21495,TRUE,74,FALSE,high
40,50,FALSE,verified,0,TRUE,17568,TRUE,40,FALSE,low
21,22,FALSE,accepted,2,TRUE,8610,FALSE,43,FALSE,high
11,12,FALSE,accepted,0,FALSE,8610,FALSE,49,FALSE,high
24,33,FALSE,unreviewed,0,FALSE,419,FALSE,136,FALSE,low
31,34,FALSE,accepted,0,TRUE,17568,TRUE,146,FALSE,high
8,10,FALSE,unreviewed,1,FALSE,693,FALSE,33,FALSE,low
33,34,FALSE,accepted,0,FALSE,693,FALSE,56,FALSE,low
34,35,FALSE,accepted,0,FALSE,2660,FALSE,52,FALSE,low
20,21,FALSE,accepted,0,TRUE,10964,FALSE,46,FALSE,high
37,40,FALSE,accepted,0,FALSE,693,FALSE,50,FALSE,low
24,27,FALSE,accepted,1,TRUE,598,FALSE,226,FALSE,high
26,27,FALSE,accepted,0,FALSE,693,FALSE,53,FALSE,low
81,84,TRUE,verified,20,FALSE,10964,FALSE,40,TRUE,high
37,39,FALSE,accepted,1,FALSE,10964,FALSE,9,FALSE,high
30,38,FALSE,accepted,0,FALSE,419,FALSE,20,FALSE,low
46,49,FALSE,accepted,0,TRUE,21495,TRUE,9,FALSE,high
24,27,FALSE,accepted,0,FALSE,598,FALSE,109,FALSE,low
19,29,FALSE,unreviewed,0,FALSE,598,FALSE,67,FALSE,low
12,13,FALSE,accepted,0,FALSE,8610,FALSE,135,FALSE,high
30,33,FALSE,accepted,0,TRUE,693,FALSE,62,FALSE,low
8,14,FALSE,unreviewed,0,FALSE,598,FALSE,5,FALSE,low
29,32,FALSE,accepted,1,TRUE,17568,TRUE,9,FALSE,high
19,20,FALSE,accepted,0,TRUE,2503,TRUE,72,FALSE,low
19,20,FALSE,accepted,1,TRUE,10964,FALSE,43,FALSE,high
55,57,FALSE,accepted,0,TRUE,17568,TRUE,49,FALSE,high
40,50,TRUE,verified,0,TRUE,17568,TRUE,103,TRUE,high
20,21,FALSE,accepted,1,TRUE,10964,FALSE,86,FALSE,high
26,29,FALSE,accepted,1,FALSE,2660,FALSE,46,FALSE,low
45,48,FALSE,accepted,0,FALSE,693,FALSE,48,FALSE,low
64,65,FALSE,accepted,1,FALSE,419,FALSE,616,FALSE,high
98,101,FALSE,accepted,1,FALSE,21495,TRUE,239,FALSE,high
37,42,TRUE,verified,19,TRUE,17568,TRUE,119,TRUE,high
28,29,FALSE,accepted,4,TRUE,21495,TRUE,165,FALSE,high
5,20,FALSE,unreviewed,0,TRUE,38,FALSE,45,FALSE,low
17,18,FALSE,accepted,0,FALSE,693,FALSE,250,FALSE,low
23,24,FALSE,accepted,0,FALSE,10964,FALSE,60,FALSE,high
5,20,FALSE,unreviewed,0,TRUE,38,FALSE,51,FALSE,low
22,27,FALSE,accepted,0,FALSE,693,FALSE,38,FALSE,low
21,26,FALSE,accepted,0,FALSE,419,FALSE,36,FALSE,low
52,55,FALSE,accepted,0,FALSE,693,FALSE,33,FALSE,low
22,26,FALSE,accepted,0,FALSE,2660,FALSE,98,FALSE,low
23,24,FALSE,accepted,0,FALSE,693,FALSE,205,FALSE,low
27,32,FALSE,accepted,0,TRUE,419,FALSE,43,FALSE,low
10,16,FALSE,accepted,0,FALSE,598,FALSE,48,FALSE,high
27,32,FALSE,unreviewed,1,FALSE,2660,FALSE,35,FALSE,low
8,9,FALSE,accepted,0,FALSE,8610,FALSE,96,FALSE,high
32,42,FALSE,accepted,0,TRUE,8610,FALSE,30,FALSE,high
36,40,FALSE,accepted,0,TRUE,21495,TRUE,6,FALSE,high
44,45,FALSE,accepted,0,FALSE,21495,TRUE,96,FALSE,high
21,33,FALSE,accepted,0,FALSE,598,FALSE,52,FALSE,low
30,32,FALSE,unreviewed,0,TRUE,693,FALSE,44,FALSE,low
16,19,FALSE,accepted,1,FALSE,693,FALSE,49,FALSE,low
33,41,FALSE,accepted,0,TRUE,8610,FALSE,31,FALSE,low
66,69,FALSE,accepted,0,FALSE,10964,FALSE,87,FALSE,high
20,21,FALSE,accepted,2,FALSE,21495,TRUE,78,FALSE,high
9,16,FALSE,unreviewed,0,FALSE,598,FALSE,64,FALSE,low
40,42,FALSE,accepted,0,TRUE,17568,TRUE,287,FALSE,high
38,40,FALSE,accepted,1,TRUE,17568,TRUE,127,FALSE,high
38,40,FALSE,accepted,0,FALSE,21495,TRUE,7,FALSE,high
11,25,FALSE,unreviewed,1,FALSE,419,FALSE,48,FALSE,low
19,29,FALSE,unreviewed,0,FALSE,598,FALSE,196,FALSE,low
20,29,FALSE,unreviewed,0,FALSE,419,FALSE,70,FALSE,low
38,40,FALSE,accepted,0,FALSE,21495,TRUE,6,FALSE,high
38,39,FALSE,accepted,0,FALSE,8610,FALSE,19,FALSE,high
18,21,FALSE,accepted,2,FALSE,598,FALSE,80,FALSE,low
103,107,FALSE,accepted,0,FALSE,21495,TRUE,27,FALSE,low
22,28,FALSE,accepted,0,TRUE,8610,FALSE,45,FALSE,low
44,45,FALSE,accepted,0,FALSE,21495,TRUE,43,FALSE,high
27,28,FALSE,accepted,1,TRUE,10964,FALSE,42,FALSE,high
17,21,FALSE,accepted,0,FALSE,2660,FALSE,143,FALSE,low
6,7,FALSE,accepted,1,FALSE,2660,FALSE,412,FALSE,high
36,40,FALSE,accepted,0,FALSE,10964,FALSE,48,FALSE,high
47,53,TRUE,verified,4,FALSE,21495,TRUE,69,TRUE,high
23,24,FALSE,accepted,0,FALSE,693,FALSE,112,FALSE,low
26,35,FALSE,accepted,0,FALSE,598,FALSE,61,FALSE,low
6,11,FALSE,accepted,0,FALSE,17568,TRUE,108,FALSE,high
26,31,FALSE,accepted,1,TRUE,598,FALSE,107,FALSE,high
22,26,FALSE,unreviewed,0,FALSE,2660,FALSE,53,FALSE,low
18,24,FALSE,accepted,0,TRUE,10964,FALSE,111,FALSE,high
73,76,FALSE,accepted,0,FALSE,2503,TRUE,29,FALSE,low
42,43,FALSE,accepted,0,TRUE,2503,TRUE,77,FALSE,high
73,77,FALSE,accepted,0,FALSE,17568,TRUE,166,FALSE,high
20,23,FALSE,accepted,1,TRUE,2660,FALSE,92,FALSE,high
24,29,FALSE,verified,0,TRUE,8610,FALSE,45,FALSE,high
55,56,FALSE,accepted,0,TRUE,17568,TRUE,14,FALSE,high
54,58,FALSE,accepted,0,FALSE,693,FALSE,39,FALSE,low
10,16,FALSE,unreviewed,1,FALSE,598,FALSE,5,FALSE,low
35,39,TRUE,verified,2,FALSE,8610,FALSE,79,TRUE,high
16,22,FALSE,accepted,0,FALSE,2660,FALSE,40,FALSE,low
22,24,FALSE,accepted,2,TRUE,10964,FALSE,72,FALSE,high
0,7,FALSE,unreviewed,0,FALSE,38,FALSE,21,FALSE,low
19,29,FALSE,unreviewed,0,FALSE,598,FALSE,121,FALSE,low
30,32,FALSE,accepted,1,TRUE,693,FALSE,42,FALSE,low
37,39,FALSE,accepted,1,FALSE,10964,FALSE,86,FALSE,high
43,48,FALSE,accepted,0,FALSE,2503,TRUE,119,FALSE,low
22,26,FALSE,accepted,0,FALSE,2660,FALSE,44,FALSE,low
10,18,FALSE,accepted,0,FALSE,2660,FALSE,21,FALSE,low
7,12,TRUE,verified,0,TRUE,2503,TRUE,56,TRUE,high
20,29,FALSE,unreviewed,0,FALSE,419,FALSE,37,FALSE,low
32,42,TRUE,verified,38,TRUE,8610,FALSE,47,TRUE,high
38,39,FALSE,accepted,1,FALSE,21495,TRUE,38,FALSE,high
38,39,FALSE,accepted,0,FALSE,21495,TRUE,45,FALSE,high
36,38,FALSE,accepted,1,FALSE,693,FALSE,76,FALSE,low
36,49,FALSE,unreviewed,0,FALSE,419,FALSE,35,FALSE,low
47,53,TRUE,verified,2,FALSE,21495,TRUE,19,TRUE,high
24,25,FALSE,accepted,0,TRUE,17568,TRUE,83,FALSE,high
5,18,FALSE,unreviewed,0,FALSE,419,FALSE,80,FALSE,low
0,3,FALSE,unreviewed,0,FALSE,38,FALSE,51,FALSE,low
66,69,TRUE,accepted,11,FALSE,10964,FALSE,169,FALSE,high
30,33,FALSE,accepted,0,TRUE,693,FALSE,40,FALSE,low
35,39,FALSE,accepted,1,TRUE,8610,FALSE,31,FALSE,high
33,41,TRUE,verified,4,TRUE,8610,FALSE,116,TRUE,high
52,57,FALSE,accepted,0,TRUE,17568,TRUE,44,FALSE,high
44,45,FALSE,accepted,0,FALSE,21495,TRUE,101,FALSE,high
27,29,FALSE,accepted,1,FALSE,598,FALSE,46,FALSE,low
27,32,FALSE,unreviewed,0,FALSE,2660,FALSE,31,FALSE,low
40,41,FALSE,accepted,0,TRUE,10964,FALSE,18,FALSE,high
18,19,FALSE,accepted,0,TRUE,21495,TRUE,49,FALSE,high
44,46,FALSE,accepted,0,FALSE,2503,TRUE,53,FALSE,low
17,24,FALSE,unreviewed,0,FALSE,598,FALSE,166,FALSE,low
52,54,FALSE,accepted,1,FALSE,17568,TRUE,80,FALSE,high
21,24,FALSE,accepted,1,TRUE,8610,FALSE,33,FALSE,high
33,36,FALSE,accepted,0,TRUE,8610,FALSE,51,FALSE,high
10,11,FALSE,accepted,0,TRUE,10964,FALSE,40,FALSE,high
34,35,FALSE,accepted,0,FALSE,2660,FALSE,116,FALSE,low
